City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
264,kaeo,76,NZ,1526180505,86,-35.1,173.78,67.25,13.76
265,bang saphan,20,TH,1526176800,70,11.21,99.51,87.8,1.12
266,pisco,0,PE,1526176800,82,-13.71,-76.2,66.2,10.29
267,faranah,88,GN,1526180505,85,10.04,-10.74,73.78,3.24
268,narasannapeta,8,IN,1526180506,72,18.42,84.04,89.89,6.38
269,tradate,75,IT,1526178000,82,45.71,8.91,62.6,3.36
270,ponta delgada,75,PT,1526176800,72,37.73,-25.67,59.0,3.36
271,broken hill,64,AU,1526180299,70,-31.97,141.45,57.31,12.53
272,la asuncion,76,EC,1526180506,93,-1.64,-78.74,47.59,1.34
273,auki,12,NG,1526180265,67,12.18,6.51,79.45,12.75
274,sri aman,75,MY,1526176800,83,1.24,111.46,82.4,3.36
275,kloulklubed,75,PW,1526176500,74,7.04,134.26,87.8,9.17
276,oyama,90,JP,1526176800,56,36.31,139.8,71.6,12.75
277,tura,0,IN,1526180227,92,25.52,90.21,78.91,3.13
278,prokhorovka,0,RU,1526178600,87,51.03,36.73,46.4,11.18
279,karasjok,100,NO,1526179800,81,69.47,25.52,42.8,3.36
280,kyren,20,RU,1526180507,86,51.68,102.13,46.64,1.9
281,pangnirtung,92,CA,1526180276,82,66.15,-65.72,17.08,6.6
282,vao,0,EE,1526180232,69,59.1,26.19,47.05,2.57
283,cururupu,92,BR,1526180507,100,-1.82,-44.87,75.22,6.6
284,inuvik,90,CA,1526176800,86,68.36,-133.71,39.2,5.82
285,tromso,40,NO,1526179800,87,69.65,18.96,42.8,2.24
286,shakawe,92,BW,1526180508,44,-18.36,21.84,67.34,2.91
287,ola,24,RU,1526178600,36,59.58,151.3,44.6,15.66
288,griffin,1,US,1526178900,68,33.25,-84.26,82.4,3.36
289,eureka,90,US,1526178900,100,40.8,-124.16,57.2,9.17
290,longyearbyen,75,NO,1526176200,86,78.22,15.63,33.8,2.24
291,kindu,8,CD,1526180289,99,-2.95,25.92,70.9,2.68
292,kandrian,64,PG,1526180508,69,-6.21,149.55,86.92,4.14
293,lagoa,0,PT,1526176800,50,37.14,-8.45,53.6,14.99
294,lujan,80,AR,1526180508,94,-46.57,-67.67,35.26,7.16
295,santa cruz del sur,48,CU,1526180509,99,20.71,-78.0,71.39,3.13
296,salinopolis,36,BR,1526180292,100,-0.61,-47.36,79.67,9.95
297,somogyvar,44,HU,1526180509,78,46.58,17.66,61.27,4.14
298,high prairie,0,CA,1526180509,37,55.43,-116.48,64.51,8.72
299,mosquera,75,CO,1526176800,82,4.71,-74.23,55.4,4.7
300,chengde,0,CN,1526180509,69,40.97,117.93,70.4,3.69
301,road town,1,VG,1526176380,83,18.42,-64.62,78.8,12.75
302,soyo,92,AO,1526180510,99,-6.13,12.37,73.33,2.91
303,teguise,0,ES,1526180035,94,29.06,-13.56,63.34,22.48
304,bolshaya martynovka,92,RU,1526180510,51,47.27,41.67,56.32,9.17
305,sesheke,12,NA,1526180510,73,-17.47,24.29,57.85,2.8
306,arteche,92,PH,1526180510,100,12.27,125.37,79.22,4.7
307,juba,0,EE,1526179800,70,57.82,26.93,48.2,1.12
308,mtwara,36,TZ,1526180510,100,-10.28,40.18,79.45,7.27
309,batouri,92,CM,1526180511,96,4.44,14.36,65.54,2.91
310,tual,76,ID,1526180124,100,-5.67,132.75,82.15,11.74
311,katsuura,90,JP,1526179380,93,33.93,134.5,69.8,5.82
312,sinnamary,100,GF,1526180286,100,5.38,-52.96,77.2,7.61
313,san lazaro,75,BZ,1526176320,78,18.04,-88.66,82.4,11.41
314,sosnovo-ozerskoye,92,RU,1526180511,100,52.53,111.54,47.09,7.94
315,mbalmayo,75,CM,1526176800,100,3.52,11.5,66.2,2.91
316,midland,32,US,1526177700,33,32.0,-102.08,89.6,24.16
317,westport,92,IE,1526180209,100,53.8,-9.52,47.09,11.18
318,los llanos de aridane,0,ES,1526176800,82,28.66,-17.92,64.4,19.46
319,ilulissat,88,GL,1526179800,44,69.22,-51.1,39.2,17.22
320,valeni,32,RO,1526180512,63,46.59,28.06,52.4,5.26
321,adrar,0,DZ,1526176800,13,27.87,-0.29,77.0,10.29
322,labuhan,68,ID,1526180512,83,-2.54,115.51,82.33,3.36
323,buala,88,SB,1526180139,100,-8.15,159.59,79.49,2.68
324,bagotville,0,AU,1526180512,100,-28.98,153.42,67.3,9.95
325,mana,0,RS,1526176800,82,43.52,20.24,57.2,4.7
326,siteki,0,SZ,1526180513,88,-26.45,31.95,57.22,4.14
327,nisia floresta,20,BR,1526176800,88,-6.09,-35.21,77.0,3.36
328,urengoy,48,RU,1526180513,99,65.96,78.37,14.83,9.4
329,guilin,90,CN,1526176800,94,25.28,110.29,75.2,3.69
330,nairobi,75,KE,1526176800,100,-1.28,36.82,62.6,8.05
331,paracuru,20,BR,1526180400,94,-3.41,-39.03,78.8,3.36
332,coquimbo,90,CL,1526176800,87,-29.95,-71.34,55.4,6.93
333,erbaa,0,TR,1526176200,93,40.67,36.56,44.6,1.68
334,padang,12,ID,1526180514,100,-0.92,100.36,82.24,1.34
335,santa rosa,0,AR,1526180516,90,-36.62,-64.29,52.72,9.17
336,henties bay,8,NA,1526180516,100,-22.12,14.28,56.54,5.82
337,son la,80,VN,1526180516,98,21.32,103.9,69.05,1.68
338,sehithwa,0,BW,1526180516,65,-20.47,22.7,57.4,5.26
339,wagar,44,US,1526180517,45,31.44,-87.99,81.25,5.7
340,priladozhskiy,0,RU,1526178600,81,59.85,31.48,46.4,2.24
341,muisne,100,EC,1526180517,96,0.61,-80.02,74.59,2.68
342,calatayud,0,ES,1526176800,40,41.35,-1.64,51.8,6.93
343,agadez,88,NE,1526180517,17,16.97,7.99,86.6,10.96
344,manggar,88,ID,1526180517,79,-2.88,108.27,87.32,11.63
345,aswan,0,EG,1526180517,44,24.09,32.9,69.59,4.7
346,sisimiut,0,GL,1526180518,99,66.94,-53.67,20.32,0.89
347,rio gallegos,75,AR,1526176800,93,-51.62,-69.22,37.4,5.82
348,velventos,48,GR,1526180518,92,40.25,22.06,49.7,1.68
349,hobyo,48,SO,1526180234,91,5.35,48.53,81.07,9.06
350,usinsk,88,RU,1526180295,93,66.0,57.56,35.39,10.29
351,chalus,90,IR,1526176800,93,36.66,51.42,62.6,9.17
352,fort saint james,0,CA,1526180518,47,54.43,-124.25,62.26,4.36
353,monroe,90,US,1526179440,93,41.91,-83.4,50.0,6.71
354,stromness,75,CA,1526176800,45,42.87,-79.55,55.4,2.24
355,dalby,0,AU,1526176800,37,-27.18,151.26,66.2,13.87
356,corowa,0,AU,1526176800,39,-36.0,146.39,66.2,10.29
357,ostrovnoy,92,RU,1526180304,90,68.05,39.51,36.74,10.29
358,pilar,0,AR,1526176800,93,-34.46,-58.91,60.8,2.68
359,marsh harbour,92,BS,1526180220,98,26.54,-77.06,77.92,11.74
360,gao,88,ML,1526180519,23,16.28,-0.04,88.0,6.93
361,mitu,32,IR,1526180280,86,36.2,46.09,38.0,2.13
362,naryan-mar,76,RU,1526180520,95,67.67,53.09,33.77,20.13
363,trinidad,8,UY,1526180520,87,-33.52,-56.9,46.64,2.91
364,berlevag,8,NO,1526180037,100,70.86,29.09,34.9,2.68
365,lata,48,IN,1526180244,88,30.78,78.62,57.76,2.01
366,gua musang,44,MY,1526180520,83,4.88,101.97,79.94,1.79
367,coro,24,VE,1526180520,84,11.41,-69.67,78.46,11.63
368,nakkila,0,FI,1526179800,87,61.37,22.0,42.8,1.12
369,salalah,20,OM,1526176200,83,17.01,54.1,82.4,6.26
370,dunedin,80,NZ,1526180457,87,-45.87,170.5,47.95,3.8
371,orda,0,RU,1526180256,51,57.2,56.91,40.34,4.7
372,karratha,0,AU,1526180262,13,-20.74,116.85,80.71,19.01
373,hamilton,75,CA,1526176800,45,43.26,-79.87,53.6,2.24
374,mlonggo,32,ID,1526180521,87,-6.53,110.7,85.12,5.26
375,mulege,0,MX,1526180521,64,26.88,-111.98,71.75,1.68
376,luderitz,80,NA,1526180229,96,-26.65,15.16,57.58,6.71
377,kijang,75,KR,1526176800,83,35.24,129.21,69.8,6.93
378,karakol,88,KG,1526180521,100,42.49,78.39,46.24,2.01
379,slupsk,0,PL,1526180522,70,54.46,17.03,56.14,8.16
380,padilla,75,CO,1526176800,100,3.23,-76.31,68.0,3.36
381,tarko-sale,32,RU,1526180522,100,64.92,77.78,19.51,8.72
382,syracuse,40,US,1526180160,100,43.05,-76.15,48.2,1.57
383,jonkoping,90,SE,1526179800,100,57.78,14.16,53.6,2.24
384,hewitt,5,US,1526177700,61,31.46,-97.2,82.4,4.7
385,bastrop,1,US,1526178900,100,32.78,-91.91,75.2,8.61
386,mathathane,0,BW,1526180523,63,-22.27,28.75,52.36,3.58
387,amasya,20,TR,1526178000,80,40.65,35.83,35.6,1.12
388,zonguldak,0,TR,1526180438,96,41.25,31.83,46.6,4.25
389,taoudenni,0,ML,1526180120,23,22.68,-3.98,65.72,2.68
390,chumikan,32,RU,1526180211,57,54.72,135.31,47.27,4.14
391,halifax,75,CA,1526176800,70,44.65,-63.58,42.8,4.7
392,baruun-urt,92,MN,1526180523,34,46.68,113.28,66.8,23.04
393,seymchan,32,RU,1526180523,86,62.93,152.39,39.85,4.92
394,miraflores,92,CO,1526180524,100,5.2,-73.14,52.54,0.89
395,kalanwali,64,IN,1526180524,66,29.83,74.98,79.67,5.37
396,grand gaube,40,MU,1526176800,73,-20.01,57.66,73.4,3.36
397,rypefjord,0,NO,1526179800,75,70.63,23.67,42.8,10.29
398,svetlogorsk,20,RU,1526178600,51,53.14,59.15,39.2,8.95
399,axim,92,GH,1526180524,100,4.87,-2.24,80.44,12.75
400,masallatah,0,LY,1526180525,87,32.62,14.0,50.83,2.57
401,shimoda,90,JP,1526178540,88,34.7,138.93,71.6,3.36
402,wahiawa,90,US,1526178960,69,21.5,-158.02,84.2,8.05
403,nerchinskiy zavod,88,RU,1526180525,75,51.31,119.61,42.01,11.18
404,wladyslawowo,0,PL,1526178600,93,54.79,18.4,48.2,1.12
405,roald,68,NO,1526179800,100,62.58,6.12,48.2,10.29
406,kundiawa,64,PG,1526180526,97,-6.02,144.97,64.78,2.13
407,meadow lake,0,CA,1526180526,25,54.13,-108.44,69.91,10.74
408,lakes entrance,92,AU,1526180526,98,-37.88,147.99,57.44,11.41
409,povenets,20,RU,1526180526,80,62.85,34.83,48.44,2.13
410,sharkan,0,RU,1526180526,53,57.3,53.87,41.65,4.7
411,college,75,US,1526176380,33,64.86,-147.8,57.2,10.29
412,oranjestad,40,AW,1526176800,83,12.52,-70.03,80.6,20.8
413,brae,68,GB,1526179800,81,60.4,-1.35,50.0,19.46
414,roma,0,IT,1526178000,93,41.89,12.48,60.8,4.7
415,bilma,0,NE,1526180229,13,18.69,12.92,80.62,9.84
416,sergeyevka,0,KZ,1526180527,73,53.88,67.42,38.09,15.43
417,acari,44,BR,1526180527,95,-6.44,-36.64,72.02,7.49
418,guanambi,0,BR,1526180475,87,-14.22,-42.78,63.52,5.59
419,inirida,48,CO,1526180527,99,3.87,-67.92,70.85,2.13
420,wanxian,12,CN,1526180527,77,30.8,108.39,73.96,3.24
421,nefteyugansk,75,RU,1526178600,86,61.09,72.61,32.0,11.18
422,sangamner,0,IN,1526180528,49,19.57,74.2,83.9,9.84
423,aksarka,80,RU,1526180528,96,66.56,67.8,24.14,14.88
424,kargopol,0,RU,1526180528,77,61.51,38.95,55.19,4.14
425,san pedro de macoris,75,DO,1526176800,94,18.46,-69.3,73.4,8.05
426,port blair,0,IN,1526180302,100,11.67,92.75,84.76,4.47
427,tank,48,PK,1526180529,70,32.22,70.39,72.7,2.35
428,pimenta bueno,24,BR,1526180529,81,-11.68,-61.19,75.67,3.36
429,banes,75,CU,1526176260,83,20.96,-75.72,75.2,4.7
430,mehamn,8,NO,1526180207,86,71.03,27.85,36.25,2.8
431,weihai,12,CN,1526180529,90,37.5,122.11,57.44,6.93
432,arlit,76,NE,1526180529,17,18.74,7.39,85.03,9.95
433,lumeje,0,AO,1526180529,79,-11.56,20.78,65.72,2.13
434,stokmarknes,76,NO,1526180530,88,68.56,14.91,45.61,3.36
435,soledade,64,BR,1526180530,89,-7.06,-36.37,71.75,7.38
436,ilhabela,64,BR,1526180481,99,-23.78,-45.36,72.65,6.49
437,vanimo,12,PG,1526180193,100,-2.67,141.3,83.23,7.61
438,mandalgovi,8,MN,1526180283,43,45.76,106.27,71.39,13.98
439,magadan,24,RU,1526178600,36,59.56,150.8,44.6,15.66
440,ossora,80,RU,1526180530,96,59.24,163.07,33.95,5.48
441,te anau,12,NZ,1526180110,88,-45.41,167.72,45.7,3.47
442,san bartolome,20,PH,1526176800,55,14.71,121.03,91.4,6.93
443,taksimo,76,RU,1526180293,62,56.36,114.84,43.49,3.02
444,batemans bay,92,AU,1526180067,100,-35.71,150.18,57.31,12.75
445,talcahuano,90,CL,1526176800,93,-36.72,-73.12,55.4,8.05
446,vilyuysk,24,RU,1526180531,46,63.75,121.63,38.77,5.48
447,yilan,40,TW,1526178600,62,24.75,121.75,89.6,4.7
448,puri,0,ID,1526180531,73,-7.54,112.45,84.31,4.59
449,mirzapur,24,IN,1526180531,46,25.15,82.57,91.82,13.2
450,astoria,1,US,1526180100,87,46.19,-123.83,57.2,4.7
451,inhambane,0,MZ,1526180249,100,-23.87,35.38,67.39,3.36
452,arona,75,IT,1526178000,82,45.76,8.56,62.6,3.36
453,bin qirdan,0,TN,1526180532,83,33.14,11.22,61.22,3.58
454,egvekinot,24,RU,1526180532,89,66.32,-179.17,30.67,3.24
455,yenagoa,92,NG,1526180532,90,4.92,6.26,77.11,8.16
456,dwarka,0,IN,1526178600,52,28.58,77.04,89.6,5.82
457,waddan,0,LY,1526180532,82,29.16,16.14,59.15,2.8
458,ketchikan,75,US,1526176560,82,55.34,-131.65,59.0,8.05
459,athabasca,0,CA,1526180260,33,54.72,-113.29,66.22,12.41
460,mamallapuram,8,IN,1526178600,66,12.63,80.17,89.6,11.41
461,ayan,76,TR,1526180533,94,40.67,33.6,39.85,2.57
462,altay,80,CN,1526180533,96,47.83,88.13,43.27,2.8
463,saint-denis,90,FR,1526176800,81,48.94,2.36,50.0,10.29
464,namatanai,24,PG,1526180533,100,-3.66,152.44,83.14,3.36
465,antalaha,88,MG,1526180273,97,-14.9,50.28,74.5,7.38
466,luis correia,24,BR,1526180534,94,-2.88,-41.67,77.2,8.28
467,iroquois falls,5,CA,1526176800,52,48.76,-80.69,44.6,2.24
468,fairhope,1,US,1526178900,100,30.52,-87.9,80.6,7.16
469,hay river,90,CA,1526176800,66,60.82,-115.79,50.0,19.46
470,amazar,92,RU,1526180534,82,53.86,120.88,41.11,7.61
471,narsimhapur,0,IN,1526180534,65,17.14,74.26,78.64,4.36
472,xinyang,0,CN,1526180534,62,32.13,114.07,83.54,11.63
473,tautira,20,PF,1526176800,62,-17.73,-149.15,84.2,13.87
474,ternate,20,PH,1526176800,55,14.29,120.72,91.4,6.93
475,hirara,75,JP,1526176800,74,24.8,125.28,80.6,9.17
476,havre-saint-pierre,75,CA,1526176800,74,50.23,-63.6,35.6,9.17
477,thinadhoo,48,MV,1526180110,100,0.53,72.93,82.37,9.62
478,vagur,92,FO,1526180535,97,61.47,-6.81,46.96,14.76
479,campo grande,0,BR,1526176800,93,-20.46,-54.62,60.8,5.82
480,tanete,64,ID,1526180536,79,-3.94,119.78,83.99,11.18
481,springbok,68,ZA,1526180536,78,-29.67,17.88,38.72,3.02
482,yermakovskoye,44,RU,1526180536,62,53.28,92.4,48.13,11.86
483,san vicente,40,SV,1526176200,88,13.64,-88.78,82.4,8.05
484,mangai,48,CD,1526180537,93,-4.07,19.59,73.82,2.91
485,khromtau,0,KZ,1526180538,47,50.26,58.44,52.99,13.2
486,meulaboh,0,ID,1526180538,100,4.14,96.13,83.72,2.57
487,post falls,1,US,1526176680,27,47.71,-116.95,77.0,8.05
488,oxbow,20,CA,1526176800,33,49.23,-102.17,59.0,5.82
489,vanderhoof,0,CA,1526180538,54,54.02,-124.02,63.29,3.47
490,cassia,1,US,1526176560,78,28.89,-81.47,73.4,3.36
491,kirakira,80,SB,1526180186,100,-10.46,161.92,79.45,11.07
492,hun,75,BE,1526179800,93,50.34,4.87,57.2,9.17
493,launceston,75,AU,1526178600,66,-41.43,147.14,55.4,16.11
494,poum,8,MK,1526180539,93,41.28,20.71,44.8,1.9
495,normandin,75,CA,1526176800,42,48.84,-72.53,46.4,10.29
496,kangaatsiaq,8,GL,1526180539,85,68.31,-53.46,32.65,15.55
497,zhuanghe,32,CN,1526180540,78,39.7,122.97,59.74,9.17
498,mogadishu,80,SO,1526180413,100,2.04,45.34,80.53,13.76
499,san cristobal,40,EC,1526176800,82,-0.39,-78.55,55.4,4.7
500,sale,92,GB,1526179800,93,53.42,-2.32,48.2,4.14
501,bani,12,PH,1526180540,93,15.89,120.27,83.32,3.47
502,batagay-alyta,88,RU,1526180540,86,67.8,130.41,21.31,11.86
503,beringovskiy,0,RU,1526180189,97,63.05,179.32,31.75,6.26
504,biak,56,ID,1526180541,82,-0.91,122.88,84.58,3.13
505,storm lake,90,US,1526178900,100,42.64,-95.21,51.8,14.99
506,preobrazheniye,0,RU,1526180541,48,42.9,133.91,68.47,0.56
507,balakliya,0,UA,1526178600,76,49.46,36.86,48.2,13.42
508,flinders,90,AU,1526176800,52,-34.58,150.85,64.4,21.92
509,marica,75,BR,1526176800,78,-22.92,-42.82,77.0,6.93
510,rockland,90,US,1526179380,100,42.13,-70.92,51.8,4.7
511,jashpurnagar,0,IN,1526180542,46,22.88,84.14,86.24,4.25
512,tooele,1,US,1526177700,57,40.53,-112.3,55.4,11.41
513,victor harbor,20,AU,1526178600,55,-35.55,138.62,62.6,9.17
514,abu dhabi,24,AE,1526176800,16,24.47,54.37,95.0,12.75
515,ixtapa,75,MX,1526175720,74,20.71,-105.21,80.6,5.82
516,puerto madero,0,AR,1526176800,77,-34.61,-58.36,60.8,1.12
517,acapulco,75,MX,1526176080,78,16.86,-99.88,82.4,6.93
518,sambava,92,MG,1526180228,100,-14.27,50.17,75.35,10.96
519,codrington,0,AU,1526180186,66,-28.95,153.24,67.03,3.69
520,caxito,80,BR,1526180543,93,-22.65,-42.51,69.95,7.94
521,kathu,0,ZA,1526180543,71,-27.7,23.05,34.72,2.91
522,belyy yar,0,RU,1526178600,37,53.6,91.39,51.8,11.18
523,pavino,0,RU,1526178600,65,55.02,82.61,46.4,4.47
524,beian,75,NO,1526176200,93,63.66,9.57,46.4,2.24
525,tessalit,0,ML,1526180287,23,20.2,1.01,65.95,6.26
526,shingu,75,JP,1526178420,94,33.72,135.99,69.8,16.11
527,nioro,0,GM,1526180272,47,13.79,-15.05,76.07,10.63
528,ulkan,76,RU,1526180544,88,57.24,107.32,43.85,5.03
529,krasnoslobodsk,0,RU,1526180544,61,54.42,43.79,51.05,3.13
530,ocean city,1,US,1526176560,57,30.44,-86.61,82.4,8.61
531,ostersund,12,SE,1526178000,100,63.18,14.64,48.2,2.24
532,wajima,75,JP,1526176800,93,37.4,136.9,57.2,5.82
